Tuple,count
"('sector', ('India', u'West Bengal'), '2013-01-21')",1
"('death', ('India', u'Madhya Pradesh'), '2013-02-25')",2
"('legend', ('India', u'Delhi'), '2013-07-15')",1
"('enter', ('India', u'Karnataka'), '2013-06-17')",1
"('meal', ('India', u'Goa'), '2013-06-24')",3
"('affiliate', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('beat', ('India', u'Punjab'), '2013-01-21')",1
"('dutt', ('India', u'Karnataka'), '2013-04-22')",1
"('alliance', ('India', u'Karnataka'), '2013-04-22')",1
"('body', ('India', u'Andhra Pradesh'), '2013-06-24')",1
"('address', ('India', u'Chhattisgarh'), '2013-07-15')",2
"('capacity', ('India', u'Uttaranchal'), '2013-06-24')",1
"('gst', ('India', u'Karnataka'), '2013-06-17')",1
"('district', ('India', u'Madhya Pradesh'), '2013-06-24')",1
"('degree', ('India', u'Haryana'), '2013-07-08')",1
"('proper', ('India', u'Goa'), '2013-07-15')",1
"('collect', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('crore', ('India', u'Goa'), '2013-07-15')",1
"('result', ('India', u'Kerala'), '2013-05-27')",1
"('take', ('India', u'Goa'), '2013-06-24')",1
"('due', ('India', u'Andhra Pradesh'), '2013-06-24')",1
"('exam', ('India', u'Punjab'), '2013-04-08')",1
"('breteau', ('India', u'Tamil Nadu'), '2013-01-07')",1
"('undergo', ('India', u'Madhya Pradesh'), '2013-07-15')",1
"('month', ('India', u'Tamil Nadu'), '2013-04-08')",1
"('category', ('India', u'Karnataka'), '2013-04-22')",1
"('article', ('India', u'Delhi'), '2013-07-08')",1
"('tragedy', ('India', u'Uttaranchal'), '2013-06-24')",1
"('stock', ('India', u'Karnataka'), '2013-05-27')",1
"('officer', ('India', u'Haryana'), '2013-07-15')",2
"('form', ('India', u'Haryana'), '2013-05-06')",1
"('area', ('India', u'Karnataka'), '2013-04-22')",1
"('heavy', ('India', u'Kerala'), '2013-06-10')",1
"('makkah', ('India', u'Himachal Pradesh'), '2013-06-24')",1
"('madhepura', ('India', u'Orissa'), '2013-07-15')",1
"('mohali', ('India', u'Chandigarh'), '2013-06-03')",1
"('friday', ('India', u'Karnataka'), '2013-06-17')",1
"('stagnant', ('India', u'Chandigarh'), '2013-06-17')",1
"('breach', ('India', u'Gujarat'), '2013-07-15')",1
"('may', ('India', u'Karnataka'), '2013-05-20')",3
"('backdoor', ('India', u'Uttar Pradesh'), '2013-07-15')",1
"('said', ('India', u'Goa'), '2013-05-27')",1
"('official', ('India', u'Tamil Nadu'), '2013-04-08')",1
"('aadmi', ('India', u'Punjab'), '2013-07-01')",1
"('explain', ('India', u'Karnataka'), '2013-07-15')",1
"('official', ('India', u'Maharashtra'), '2013-07-08')",2
"('movie', ('India', u'Karnataka'), '2013-07-01')",1
"('post', ('India', u'Madhya Pradesh'), '2013-07-15')",1
"('dominic', ('India', u'Kerala'), '2013-06-03')",1
"('naxals', ('India', u'Chhattisgarh'), '2013-03-18')",1
"('officer', ('India', u'Maharashtra'), '2013-01-21')",1
"('since', ('India', u'Uttaranchal'), '2013-06-24')",1
"('lull', ('India', u'Maharashtra'), '2013-06-10')",1
"('failure', ('India', u'Maharashtra'), '2013-01-21')",1
"('complaining', ('India', u'Madhya Pradesh'), '2013-07-15')",1
"('help', ('India', u'Karnataka'), '2013-06-10')",1
"('block', ('India', u'Orissa'), '2013-07-15')",2
"('raising', ('India', u'Karnataka'), '2013-06-10')",1
"('bangalore', ('India', u'Andhra Pradesh'), '2013-06-10')",1
"('diagnostic', ('India', u'Orissa'), '2013-04-22')",1
"('cell', ('India', u'Kerala'), '2013-06-03')",1
"('encourage', ('India', u'Delhi'), '2013-07-08')",1
"('sena', ('India', u'Karnataka'), '2013-06-10')",1
"('chikungunya', ('India', u'Tamil Nadu'), '2013-04-08')",1
"('treat', ('India', u'Assam'), '2013-07-15')",1
"('may', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('manage', ('India', u'Kerala'), '2013-06-03')",2
"('haunt', ('India', u'Andhra Pradesh'), '2013-01-07')",1
"('eradicate', ('India', u'Chhattisgarh'), '2013-07-01')",1
"('maharashtra', ('India', u'Orissa'), '2013-07-15')",1
"('use', ('India', u'Gujarat'), '2013-06-10')",1
"('poor', ('India', u'Orissa'), '2013-07-15')",3
"('xpress', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('version', ('India', u'Karnataka'), '2013-06-10')",1
"('effort', ('India', u'Maharashtra'), '2013-07-08')",1
"('pressurize', ('India', u'Karnataka'), '2013-07-15')",1
"('person', ('India', u'Punjab'), '2013-07-01')",1
"('sri', ('India', u'Karnataka'), '2013-06-17')",1
"('rohit', ('India', u'Karnataka'), '2013-06-17')",1
"('though', ('India', u'Madhya Pradesh'), '2013-06-10')",1
"('design', ('India', u'Karnataka'), '2013-06-10')",1
"('suicide', ('India', u'Karnataka'), '2013-06-10')",1
"('vandalize', ('India', u'Punjab'), '2013-04-08')",1
"('month', ('India', u'Tamil Nadu'), '2013-04-01')",1
"('medical', ('India', u'Punjab'), '2013-04-08')",1
"('board', ('India', u'Chhattisgarh'), '2013-07-15')",1
"('ointment', ('India', u'Tamil Nadu'), '2013-06-17')",1
"('flow', ('India', u'Maharashtra'), '2013-07-08')",1
"('occasional', ('India', 'Kerala'), '2013-05-13')",1
"('ndma', ('India', u'Karnataka'), '2013-07-01')",1
"('back', ('India', u'Karnataka'), '2013-06-24')",1
"('locality', ('India', u'Bihar'), '2013-05-20')",1
"('taluk', ('India', u'Karnataka'), '2013-05-27')",2
"('paramedic', ('India', u'Orissa'), '2013-07-15')",1
"('helpline', ('India', u'Punjab'), '2013-01-21')",1
"('rehab', ('India', u'Kerala'), '2013-06-03')",1
"('twitter', ('India', u'Karnataka'), '2013-04-22')",1
"('preventive', ('India', u'Delhi'), '2013-07-01')",1
"('point', ('India', u'Kerala'), '2013-05-06')",1
"('nodal', ('India', u'Orissa'), '2013-06-24')",1
"('know', ('India', u'Kerala'), '2013-06-03')",1
"('oil', ('India', u'Chhattisgarh'), '2013-07-15')",3
"('nice', ('India', u'Maharashtra'), '2013-02-11')",1
"('text', ('India', u'Karnataka'), '2013-06-10')",1
"('suspend', ('India', u'Karnataka'), '2013-07-01')",1
"('disease', ('India', u'Maharashtra'), '2013-06-17')",1
"('ludhiana', ('India', u'Punjab'), '2013-06-10')",1
"('sharma', ('India', u'Chandigarh'), '2013-06-03')",1
"('academic', ('India', u'Madhya Pradesh'), '2013-07-15')",1
"('ascertain', ('India', u'Goa'), '2013-06-24')",1
"('another', ('India', u'Andhra Pradesh'), '2013-01-07')",1
"('area', ('India', u'Goa'), '2013-07-08')",1
"('kar', ('India', u'Delhi'), '2013-05-20')",1
"('xxxxxx', ('India', u'Maharashtra'), '2013-01-21')",1
"('long', ('India', u'Karnataka'), '2013-04-22')",1
"('ida', ('India', u'Kerala'), '2013-06-10')",1
"('unnecessary', ('India', u'Karnataka'), '2013-07-15')",1
"('incendiary', ('India', u'Kerala'), '2013-06-03')",2
"('road', ('India', u'Punjab'), '2013-07-01')",1
"('derogatory', ('India', u'Gujarat'), '2013-06-10')",1
"('play', ('India', u'Uttar Pradesh'), '2013-07-15')",1
"('body', ('India', u'Tamil Nadu'), '2013-06-17')",1
"('today', ('India', u'Maharashtra'), '2013-01-21')",1
"('witness', ('India', u'Tamil Nadu'), '2013-06-10')",1
"('group', ('India', u'Punjab'), '2013-04-08')",1
"('spraying', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('expensive', ('India', u'Delhi'), '2013-07-15')",1
"('create', ('India', u'Kerala'), '2013-05-13')",1
"('rest', ('India', u'Tamil Nadu'), '2013-06-17')",1
"('file', ('India', u'Andhra Pradesh'), '2013-06-24')",1
"('fill', ('India', u'Madhya Pradesh'), '2013-07-08')",1
"('accord', ('India', u'Madhya Pradesh'), '2013-07-15')",1
"('coma', ('India', u'Delhi'), '2013-07-01')",1
"('tension', ('India', u'Goa'), '2013-07-15')",1
"('laborer', ('India', u'Kerala'), '2013-06-03')",1
"('additional', ('India', u'Karnataka'), '2013-06-17')",1
"('city', ('India', u'Madhya Pradesh'), '2013-06-24')",1
"('fake', ('India', u'Orissa'), '2013-06-24')",1
"('telephone', ('India', u'Uttaranchal'), '2013-06-24')",1
"('visa', ('India', u'Karnataka'), '2013-04-22')",1
"('ground', ('India', u'Orissa'), '2013-07-15')",1
"('china', ('India', u'Maharashtra'), '2013-07-01')",1
"('finish', ('India', u'Orissa'), '2013-07-15')",1
"('tri', ('India', u'Karnataka'), '2013-06-24')",1
"('psychiatry', ('India', u'Uttaranchal'), '2013-06-24')",1
"('collection', ('India', u'Orissa'), '2013-04-22')",1
"('underlying', ('India', u'Maharashtra'), '2013-01-21')",1
"('proceed', ('India', u'Haryana'), '2013-07-15')",2
"('traffic', ('India', u'West Bengal'), '2013-05-06')",1
"('minister', ('India', u'Karnataka'), '2013-06-24')",1
"('sarvajnagar', ('India', u'Karnataka'), '2013-06-03')",1
"('family', ('India', u'Karnataka'), '2013-07-08')",1
"('help', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('move', ('India', u'Maharashtra'), '2013-04-15')",1
"('wednesday', ('India', u'Bihar'), '2013-07-15')",1
"('assistant', ('India', u'Maharashtra'), '2013-04-15')",1
"('day', ('India', u'Delhi'), '2013-07-15')",5
"('boson', ('India', u'Karnataka'), '2013-04-22')",1
"('bangalore', ('India', u'Karnataka'), '2013-04-22')",1
"('totally', ('India', u'Chhattisgarh'), '2013-07-15')",1
"('goa', ('India', u'Goa'), '2013-07-15')",4
"('inevitable', ('India', u'Karnataka'), '2013-06-17')",1
"('officer', ('India', u'Kerala'), '2013-06-03')",1
"('though', ('India', u'West Bengal'), '2013-01-21')",1
"('address', ('India', u'Orissa'), '2013-07-15')",3
"('damage', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('ponda', ('India', u'Goa'), '2013-07-15')",2
"('fall', ('India', u'Goa'), '2013-07-15')",4
"('process', ('India', u'Punjab'), '2013-07-01')",1
"('bridge', ('India', u'Uttaranchal'), '2013-06-24')",1
"('russia', ('India', u'Karnataka'), '2013-06-17')",1
"('july', ('India', u'Uttar Pradesh'), '2013-07-15')",1
"('garbage', ('India', u'Maharashtra'), '2013-07-01')",1
"('sudden', ('India', u'Chandigarh'), '2013-06-17')",1
"('citizen', ('India', u'Maharashtra'), '2013-02-11')",1
"('open', ('India', u'Karnataka'), '2013-06-17')",2
"('pancholi', ('India', u'Goa'), '2013-06-24')",1
"('fluid', ('India', u'Delhi'), '2013-06-24')",1
"('rpf', ('India', u'Kerala'), '2013-06-10')",1
"('anonymous', ('India', u'Goa'), '2013-07-15')",1
"('around', ('India', u'Bihar'), '2013-07-15')",1
"('networker', ('India', u'Maharashtra'), '2013-02-11')",1
"('bed', ('India', u'Tamil Nadu'), '2013-06-17')",1
"('vote', ('India', u'Kerala'), '2013-05-06')",1
"('malaria', ('India', u'Goa'), '2013-01-21')",1
"('edition', ('India', u'Madhya Pradesh'), '2013-05-06')",1
"('temple', ('India', u'Assam'), '2013-07-15')",1
"('season', ('India', u'Kerala'), '2013-06-03')",1
"('measure', ('India', u'Tamil Nadu'), '2013-06-10')",1
"('expert', ('India', u'Karnataka'), '2013-04-22')",1
"('chennai', ('India', u'Tamil Nadu'), '2013-06-10')",1
"('flier', ('India', u'Karnataka'), '2013-07-01')",1
"('total', ('India', u'Karnataka'), '2013-04-22')",1
"('decline', ('India', u'Chhattisgarh'), '2013-07-01')",1
"('nation', ('India', u'Haryana'), '2013-05-06')",1
"('contact', ('India', u'Delhi'), '2013-07-15')",1
"('chennai', ('India', u'Karnataka'), '2013-04-22')",1
"('lady', ('India', u'Uttar Pradesh'), '2013-05-06')",1
"('possible', ('India', u'Madhya Pradesh'), '2013-06-24')",1
"('obscene', ('India', u'Chandigarh'), '2013-06-17')",1
"('facility', ('India', u'Kerala'), '2013-06-03')",1
"('stomach', ('India', u'Uttar Pradesh'), '2013-05-27')",1
"('spread', ('India', u'Chandigarh'), '2013-07-08')",1
"('mosquito', ('India', u'West Bengal'), '2013-01-21')",1
"('choose', ('India', u'Maharashtra'), '2013-07-15')",1
"('source', ('India', u'Madhya Pradesh'), '2013-06-03')",1
"('hold', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('pitch', ('India', u'Karnataka'), '2013-06-10')",1
"('today', ('India', u'Madhya Pradesh'), '2013-04-08')",1
"('haripur', ('India', u'Orissa'), '2013-07-15')",1
"('announce', ('India', u'Kerala'), '2013-05-27')",1
"('complete', ('India', u'Madhya Pradesh'), '2013-04-08')",1
"('asaruddin', ('India', u'Chandigarh'), '2013-07-08')",1
"('untreated', ('India', u'Andhra Pradesh'), '2013-06-24')",1
"('feel', ('India', u'Orissa'), '2013-07-15')",1
"('viral', ('India', u'Chandigarh'), '2013-06-03')",1
"('grieve', ('India', u'Orissa'), '2013-07-15')",1
"('thu', ('India', u'Orissa'), '2013-07-15')",1
"('vomit', ('India', u'Tamil Nadu'), '2013-07-15')",1
"('naxals', ('India', u'Karnataka'), '2013-07-01')",1
"('attack', ('India', u'Orissa'), '2013-07-15')",4
"('impossible', ('India', u'Kerala'), '2013-06-17')",1
"('specie', ('India', u'Goa'), '2013-07-08')",1
"('poison', ('India', u'Bihar'), '2013-05-20')",1
"('scare', ('India', u'Kerala'), '2013-06-10')",1
"('spotlight', ('India', u'Uttar Pradesh'), '2013-07-15')",2
"('corporation', ('India', u'Tamil Nadu'), '2013-06-17')",1
"('evidence', ('India', u'West Bengal'), '2013-01-21')",1
"('attribute', ('India', u'Orissa'), '2013-04-22')",1
"('arrive', ('India', u'Chandigarh'), '2013-06-17')",1
"('monday', ('India', u'Punjab'), '2013-01-21')",1
"('assembly', ('India', u'Karnataka'), '2013-06-10')",1
"('drag', ('India', u'Kerala'), '2013-05-06')",1
"('possible', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('assure', ('India', 'Kerala'), '2013-05-13')",1
"('section', ('India', u'Orissa'), '2013-04-22')",1
"('lanka', ('India', u'Kerala'), '2013-06-10')",1
"('rch', ('India', u'Karnataka'), '2013-06-10')",1
"('aedes', ('India', u'Karnataka'), '2013-05-20')",1
"('resignation', ('India', u'Karnataka'), '2013-06-17')",1
"('round', ('India', u'Punjab'), '2013-06-10')",1
"('regulator', ('India', u'Karnataka'), '2013-06-10')",1
"('copyright', ('India', u'Kerala'), '2013-06-10')",2
"('world', ('India', u'Maharashtra'), '2013-07-08')",1
"('dakshina', ('India', u'Karnataka'), '2013-05-27')",2
"('star', ('India', u'Uttar Pradesh'), '2013-07-15')",1
"('big', ('India', u'Maharashtra'), '2013-04-15')",1
"('cbi', ('India', u'Madhya Pradesh'), '2013-04-01')",1
"('proceed', ('India', u'Goa'), '2013-07-15')",1
"('work', ('India', u'Karnataka'), '2013-06-10')",1
