Tuple,count
"('breaking', ('India', u'Uttar Pradesh'), '2013-04-29')",1
"('bangalore', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('trade', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('news', ('India', u'Maharashtra'), '2013-01-21')",1
"('twin', ('India', u'Andhra Pradesh'), '2013-01-07')",1
"('stress', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('iceberg', ('India', u'Maharashtra'), '2013-04-15')",1
"('stephensi', ('India', u'Karnataka'), '2013-04-22')",1
"('job', ('India', u'Maharashtra'), '2013-02-11')",1
"('name', ('India', u'Karnataka'), '2013-04-22')",1
"('kulam', ('India', u'Karnataka'), '2013-04-22')",1
"('late', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('public', ('India', u'Madhya Pradesh'), '2013-03-04')",1
"('threatening', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('wednesday', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('kilometer', ('India', u'Madhya Pradesh'), '2013-03-04')",1
"('kem', ('India', u'Maharashtra'), '2013-02-11')",1
"('cooler', ('India', u'Andhra Pradesh'), '2013-01-07')",1
"('source', ('India', u'Madhya Pradesh'), '2013-04-08')",1
"('official', ('India', u'Madhya Pradesh'), '2013-02-25')",2
"('team', ('India', u'Madhya Pradesh'), '2013-02-11')",1
"('cause', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('inflation', ('India', u'Uttar Pradesh'), '2013-04-29')",1
"('punjab', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('witness', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('say', ('India', u'Tamil Nadu'), '2013-04-22')",2
"('give', ('India', u'Punjab'), '2013-04-08')",1
"('nuke', ('India', u'Orissa'), '2013-04-22')",1
"('run', ('India', u'Maharashtra'), '2013-04-15')",1
"('single', ('India', u'Andhra Pradesh'), '2013-01-07')",1
"('interview', ('India', u'Maharashtra'), '2013-02-11')",1
"('specialize', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('doctor', ('India', u'Orissa'), '2013-04-22')",1
"('gajapati', ('India', u'Orissa'), '2013-04-22')",1
"('new', ('India', u'Punjab'), '2013-04-08')",1
"('sector', ('India', u'West Bengal'), '2013-01-21')",1
"('death', ('India', u'Madhya Pradesh'), '2013-02-25')",2
"('area', ('India', u'Rajasthan'), '2013-04-22')",1
"('mayor', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('flak', ('India', u'Karnataka'), '2013-04-22')",1
"('xxxxxx', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('feature', ('India', u'Maharashtra'), '2013-02-11')",1
"('bollock', ('India', u'Punjab'), '2013-01-21')",1
"('beat', ('India', u'Punjab'), '2013-01-21')",1
"('dutt', ('India', u'Karnataka'), '2013-04-22')",1
"('alliance', ('India', u'Karnataka'), '2013-04-22')",1
"('carry', ('India', u'Karnataka'), '2013-04-22')",1
"('account', ('India', u'Uttar Pradesh'), '2013-04-29')",1
"('implementation', ('India', u'Orissa'), '2013-04-22')",1
"('related', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('many', ('India', u'Rajasthan'), '2013-04-22')",1
"('mean', ('India', u'Madhya Pradesh'), '2013-04-08')",1
"('channel', ('India', u'Maharashtra'), '2013-02-11')",1
"('kind', ('India', u'Punjab'), '2013-01-21')",1
"('collect', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('early', ('India', u'Goa'), '2013-04-01')",1
"('cooler', ('India', u'Madhya Pradesh'), '2013-03-04')",1
"('born', ('India', u'Maharashtra'), '2013-02-11')",1
"('twice', ('India', u'Karnataka'), '2013-04-22')",1
"('reports', ('India', u'West Bengal'), '2013-01-21')",1
"('website', ('India', u'Maharashtra'), '2013-02-11')",1
"('breteau', ('India', u'Tamil Nadu'), '2013-01-07')",1
"('month', ('India', u'Tamil Nadu'), '2013-04-08')",1
"('category', ('India', u'Karnataka'), '2013-04-22')",1
"('appreciative', ('India', u'Maharashtra'), '2013-04-15')",1
"('confirmed', ('India', u'Punjab'), '2013-01-21')",1
"('health', ('India', u'Rajasthan'), '2013-04-22')",1
"('food', ('India', u'Punjab'), '2013-04-08')",1
"('phrase', ('India', u'Maharashtra'), '2013-02-11')",1
"('three', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('private', ('India', u'Maharashtra'), '2013-01-21')",1
"('mercy', ('India', u'Maharashtra'), '2013-02-11')",1
"('international', ('India', u'Madhya Pradesh'), '2013-03-04')",1
"('temporary', ('India', u'Maharashtra'), '2013-02-11')",1
"('official', ('India', u'Tamil Nadu'), '2013-04-08')",1
"('without', ('India', u'Maharashtra'), '2013-04-15')",2
"('zoom', ('India', u'Chhattisgarh'), '2013-03-18')",1
"('health', ('India', u'Goa'), '2013-01-21')",1
"('fudge', ('India', u'West Bengal'), '2013-01-21')",1
"('karna', ('India', u'Karnataka'), '2013-04-22')",1
"('government', ('India', u'Chhattisgarh'), '2013-03-18')",1
"('naxals', ('India', u'Chhattisgarh'), '2013-03-18')",1
"('coalgate', ('India', u'Karnataka'), '2013-04-22')",1
"('traveler', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('birthday', ('India', u'Karnataka'), '2013-04-22')",1
"('officer', ('India', u'Maharashtra'), '2013-01-21')",1
"('profit', ('India', u'Maharashtra'), '2013-02-11')",1
"('failure', ('India', u'Maharashtra'), '2013-01-21')",1
"('present', ('India', u'Madhya Pradesh'), '2013-04-08')",1
"('test', ('India', u'Maharashtra'), '2013-01-21')",1
"('diagnostic', ('India', u'Orissa'), '2013-04-22')",1
"('positive', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('analyze', ('India', u'Madhya Pradesh'), '2013-03-04')",1
"('risk', ('India', u'Goa'), '2013-04-01')",1
"('sharekhaan', ('India', u'Maharashtra'), '2013-02-11')",1
"('likely', ('India', u'Maharashtra'), '2013-04-15')",1
"('chikungunya', ('India', u'Tamil Nadu'), '2013-04-08')",1
"('agni', ('India', u'Orissa'), '2013-04-22')",1
"('may', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('allege', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('haunt', ('India', u'Andhra Pradesh'), '2013-01-07')",1
"('pediatrician', ('India', u'Madhya Pradesh'), '2013-04-01')",1
"('name', ('India', u'Maharashtra'), '2013-02-11')",1
"('marked', ('India', u'Orissa'), '2013-04-22')",1
"('suggesting', ('India', u'Chhattisgarh'), '2013-03-18')",1
"('legal', ('India', u'Maharashtra'), '2013-02-11')",1
"('xpress', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('cop', ('India', u'Punjab'), '2013-01-21')",1
"('scam', ('India', u'Karnataka'), '2013-04-22')",1
"('zoom', ('India', u'West Bengal'), '2013-01-21')",1
"('october', ('India', u'Tamil Nadu'), '2013-04-08')",1
"('vandalize', ('India', u'Punjab'), '2013-04-08')",1
"('month', ('India', u'Tamil Nadu'), '2013-04-01')",1
"('medical', ('India', u'Punjab'), '2013-04-08')",1
"('docs', ('India', u'Maharashtra'), '2013-02-11')",1
"('typhus', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('breed', ('India', u'Chhattisgarh'), '2013-03-18')",1
"('kumar', ('India', u'Maharashtra'), '2013-04-15')",1
"('helpline', ('India', u'Punjab'), '2013-01-21')",1
"('forum', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('actual', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('nice', ('India', u'Maharashtra'), '2013-02-11')",1
"('politico', ('India', u'Karnataka'), '2013-04-22')",1
"('moriswala', ('India', u'Maharashtra'), '2013-02-11')",1
"('serotype', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('circle', ('India', u'Punjab'), '2013-04-08')",1
"('wednesday', ('India', u'Andhra Pradesh'), '2013-01-07')",1
"('funeral', ('India', u'Karnataka'), '2013-04-22')",1
"('adult', ('India', u'Orissa'), '2013-04-22')",1
"('another', ('India', u'Andhra Pradesh'), '2013-01-07')",1
"('judge', ('India', u'Punjab'), '2013-04-08')",1
"('accumulate', ('India', u'Karnataka'), '2013-04-22')",1
"('block', ('India', u'Karnataka'), '2013-04-22')",1
"('xxxxxx', ('India', u'Maharashtra'), '2013-01-21')",1
"('unusually', ('India', u'Maharashtra'), '2013-04-15')",1
"('long', ('India', u'Karnataka'), '2013-04-22')",1
"('see', ('India', u'Maharashtra'), '2013-02-11')",2
"('road', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('elect', ('India', u'Punjab'), '2013-01-21')",1
"('kill', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('set', ('India', u'Maharashtra'), '2013-02-11')",1
"('malarial', ('India', u'Rajasthan'), '2013-04-22')",1
"('tel', ('India', u'Karnataka'), '2013-04-22')",1
"('bear', ('India', u'Orissa'), '2013-04-22')",1
"('group', ('India', u'Punjab'), '2013-04-08')",1
"('woman', ('India', u'Orissa'), '2013-04-22')",1
"('variety', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('blame', ('India', u'Maharashtra'), '2013-02-11')",1
"('inform', ('India', u'Punjab'), '2013-01-21')",1
"('sting', ('India', u'Orissa'), '2013-04-22')",1
"('annual', ('India', u'Orissa'), '2013-04-22')",1
"('goa', ('India', u'Goa'), '2013-04-01')",1
"('bow', ('India', u'Rajasthan'), '2013-04-22')",1
"('visa', ('India', u'Karnataka'), '2013-04-22')",1
"('side', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('communal', ('India', u'Maharashtra'), '2013-02-11')",1
"('website', ('India', u'West Bengal'), '2013-01-21')",1
"('base', ('India', u'Punjab'), '2013-04-08')",1
"('collection', ('India', u'Orissa'), '2013-04-22')",1
"('underlying', ('India', u'Maharashtra'), '2013-01-21')",1
"('deep', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('film', ('India', u'Karnataka'), '2013-04-22')",1
"('show', ('India', u'Karnataka'), '2013-04-22')",1
"('help', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('move', ('India', u'Maharashtra'), '2013-04-15')",1
"('relate', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('program', ('India', u'Tamil Nadu'), '2013-04-08')",1
"('boson', ('India', u'Karnataka'), '2013-04-22')",1
"('bangalore', ('India', u'Karnataka'), '2013-04-22')",1
"('stagnation', ('India', u'Goa'), '2013-04-01')",1
"('though', ('India', u'West Bengal'), '2013-01-21')",1
"('dismiss', ('India', u'Punjab'), '2013-04-08')",1
"('damage', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('rainfall', ('India', u'Madhya Pradesh'), '2013-03-04')",1
"('authority', ('India', u'Goa'), '2013-01-21')",1
"('declaration', ('India', u'Punjab'), '2013-01-21')",1
"('sreekumar', ('India', u'Madhya Pradesh'), '2013-02-11')",1
"('apparent', ('India', u'Madhya Pradesh'), '2013-04-08')",1
"('title', ('India', u'Karnataka'), '2013-04-22')",1
"('say', ('India', u'Andhra Pradesh'), '2013-01-07')",1
"('public', ('India', u'Karnataka'), '2013-04-22')",1
"('test', ('India', u'Tamil Nadu'), '2013-04-01')",1
"('citizen', ('India', u'Maharashtra'), '2013-02-11')",1
"('pay', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('marry', ('India', u'Uttar Pradesh'), '2013-04-29')",1
"('infection', ('India', u'Maharashtra'), '2013-01-21')",1
"('centers', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('bellary', ('India', u'Maharashtra'), '2013-02-11')",1
"('measure', ('India', u'Maharashtra'), '2013-04-15')",1
"('occasion', ('India', u'Orissa'), '2013-04-22')",1
"('november', ('India', u'Madhya Pradesh'), '2013-03-04')",1
"('recently', ('India', u'Tamil Nadu'), '2013-04-08')",1
"('networker', ('India', u'Maharashtra'), '2013-02-11')",1
"('happily', ('India', u'Karnataka'), '2013-04-22')",1
"('quite', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('amitabh', ('India', u'Maharashtra'), '2013-04-15')",1
"('neglect', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('malaria', ('India', u'Goa'), '2013-01-21')",1
"('body', ('India', u'Maharashtra'), '2013-02-11')",1
"('spray', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('world', ('India', u'Madhya Pradesh'), '2013-04-08')",1
"('life', ('India', u'Uttar Pradesh'), '2013-04-29')",1
"('antigen', ('India', u'Chhattisgarh'), '2013-03-18')",1
"('symptom', ('India', u'Maharashtra'), '2013-01-21')",1
"('mohali', ('India', u'Punjab'), '2013-01-21')",1
"('ask', ('India', u'Tamil Nadu'), '2013-04-08')",1
"('mostly', ('India', u'Goa'), '2013-04-01')",1
"('expert', ('India', u'Karnataka'), '2013-04-22')",1
"('mode', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('total', ('India', u'Karnataka'), '2013-04-22')",1
"('medical', ('India', u'Maharashtra'), '2013-02-11')",1
"('strain', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('rajasthan', ('India', u'Orissa'), '2013-04-22')",1
"('known', ('India', u'Madhya Pradesh'), '2013-04-08')",1
"('anu', ('India', u'Karnataka'), '2013-04-22')",1
"('chennai', ('India', u'Karnataka'), '2013-04-22')",1
"('say', ('India', u'Maharashtra'), '2013-04-15')",2
"('minor', ('India', u'Madhya Pradesh'), '2013-02-11')",1
"('blaster', ('India', u'Karnataka'), '2013-04-22')",1
"('five', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('run', ('India', u'West Bengal'), '2013-01-21')",1
"('mosquito', ('India', u'West Bengal'), '2013-01-21')",1
"('ganguly', ('India', u'Maharashtra'), '2013-02-11')",1
"('spokesperson', ('India', u'Punjab'), '2013-04-08')",1
"('genetic', ('India', u'Madhya Pradesh'), '2013-02-11')",1
"('hold', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('today', ('India', u'Madhya Pradesh'), '2013-04-08')",1
"('record', ('India', u'Maharashtra'), '2013-02-11')",2
"('park', ('India', u'Maharashtra'), '2013-02-11')",1
"('complete', ('India', u'Madhya Pradesh'), '2013-04-08')",1
"('read', ('India', u'Punjab'), '2013-04-08')",1
"('visit', ('India', u'Punjab'), '2013-04-08')",1
"('dramatist', ('India', u'Maharashtra'), '2013-02-11')",1
"('submarine', ('India', u'Madhya Pradesh'), '2013-02-11')",1
"('incidence', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('decide', ('India', u'Maharashtra'), '2013-02-11')",1
"('overseas', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('last', ('India', u'Karnataka'), '2013-04-22')",1
"('breed', ('India', u'Maharashtra'), '2013-02-11')",2
"('haji', ('India', u'Maharashtra'), '2013-02-11')",1
"('revolt', ('India', u'Maharashtra'), '2013-01-21')",1
"('reality', ('India', u'Karnataka'), '2013-04-22')",1
"('one', ('India', u'Maharashtra'), '2013-02-11')",1
"('defence', ('India', u'Karnataka'), '2013-04-22')",1
"('several', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('citizen', ('India', u'Maharashtra'), '2013-04-15')",1
"('feb', ('India', u'Madhya Pradesh'), '2013-02-11')",1
"('party', ('India', u'Maharashtra'), '2013-01-21')",1
"('sherawat', ('India', u'Karnataka'), '2013-04-22')",1
"('cent', ('India', u'Orissa'), '2013-04-22')",1
"('point', ('India', u'Punjab'), '2013-04-08')",1
"('monday', ('India', u'Punjab'), '2013-01-21')",1
"('although', ('India', u'Maharashtra'), '2013-02-11')",1
"('manhunt', ('India', u'Karnataka'), '2013-04-22')",1
"('moga', ('India', u'Punjab'), '2013-01-21')",1
"('section', ('India', u'Orissa'), '2013-04-22')",1
"('add', ('India', u'Punjab'), '2013-01-21')",1
"('spraying', ('India', u'Andhra Pradesh'), '2013-01-07')",1
"('team', ('India', u'Punjab'), '2013-04-08')",1
"('glow', ('India', u'Uttar Pradesh'), '2013-04-29')",1
"('big', ('India', u'Maharashtra'), '2013-04-15')",1
"('lon', ('India', u'Rajasthan'), '2013-04-22')",1
"('animator', ('India', u'Orissa'), '2013-04-22')",1
"('bathinda', ('India', u'Punjab'), '2013-01-21')",1
"('system', ('India', u'Maharashtra'), '2013-02-11')",1
"('public', ('India', u'Maharashtra'), '2013-04-15')",1
"('night', ('India', u'Uttar Pradesh'), '2013-04-29')",1
"('demography', ('India', u'West Bengal'), '2013-01-21')",1
"('medium', ('India', u'West Bengal'), '2013-01-21')",1
"('area', ('India', u'Maharashtra'), '2013-02-11')",1
"('week', ('India', u'West Bengal'), '2013-01-21')",1
"('kerala', ('India', u'Tamil Nadu'), '2013-04-08')",1
"('malaria', ('India', u'Maharashtra'), '2013-02-11')",3
"('reach', ('India', u'Madhya Pradesh'), '2013-04-01')",1
"('bat', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('silent', ('India', u'Maharashtra'), '2013-02-11')",1
"('mallika', ('India', u'Karnataka'), '2013-04-22')",1
"('senior', ('India', u'Maharashtra'), '2013-02-11')",2
"('control', ('India', u'Madhya Pradesh'), '2013-02-25')",2
"('dispute', ('India', u'Orissa'), '2013-04-22')",1
"('woman', ('India', u'Maharashtra'), '2013-01-21')",1
"('time', ('India', u'Goa'), '2013-01-21')",1
"('pakistani', ('India', u'Punjab'), '2013-04-08')",1
"('dont', ('India', u'Maharashtra'), '2013-02-11')",1
"('daily', ('India', u'Uttar Pradesh'), '2013-04-29')",1
"('largely', ('India', u'Maharashtra'), '2013-02-11')",1
"('next', ('India', u'Orissa'), '2013-04-22')",1
"('health', ('India', u'Madhya Pradesh'), '2013-03-04')",1
"('target', ('India', u'West Bengal'), '2013-01-21')",1
"('dimer', ('India', u'Madhya Pradesh'), '2013-01-14')",1
