Tuple,count
"('inspector', ('India', u'Haryana'), '2013-05-06')",1
"('reason', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('death', ('India', u'Maharashtra'), '2013-02-11')",2
"('show', ('India', u'Uttar Pradesh'), '2013-04-29')",1
"('person', ('India', u'Haryana'), '2013-05-06')",1
"('sachin', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('clinic', ('India', u'Goa'), '2013-04-01')",1
"('enter', ('India', u'Uttar Pradesh'), '2013-04-29')",1
"('spca', ('India', u'Goa'), '2013-01-21')",1
"('sabha', ('India', u'Karnataka'), '2013-04-22')",1
"('admit', ('India', u'Punjab'), '2013-01-21')",1
"('causing', ('India', u'Maharashtra'), '2013-04-15')",1
"('one', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('add', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('lead', ('India', u'Karnataka'), '2013-04-22')",1
"('wrestle', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('rush', ('India', u'Uttar Pradesh'), '2013-05-06')",1
"('stay', ('India', u'Maharashtra'), '2013-04-15')",1
"('success', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('research', ('India', u'Maharashtra'), '2013-02-11')",1
"('cadre', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('kerala', ('India', u'Kerala'), '2013-05-06')",1
"('add', ('India', u'Karnataka'), '2013-05-20')",3
"('rosy', ('India', u'Maharashtra'), '2013-04-15')",1
"('frequent', ('India', u'Maharashtra'), '2013-01-21')",1
"('spread', ('India', u'Kerala'), '2013-05-13')",2
"('last', ('India', u'Punjab'), '2013-04-08')",1
"('cultural', ('India', 'Kerala'), '2013-05-13')",1
"('faridkot', ('India', u'Punjab'), '2013-01-21')",1
"('milion', ('India', u'Madhya Pradesh'), '2013-04-08')",1
"('ipl', ('India', u'Kerala'), '2013-05-06')",1
"('identify', ('India', u'Orissa'), '2013-04-22')",1
"('impossible', ('India', u'Maharashtra'), '2013-04-15')",2
"('night', ('India', u'Uttar Pradesh'), '2013-05-06')",1
"('become', ('India', u'Punjab'), '2013-04-08')",1
"('dekh', ('India', u'Punjab'), '2013-01-21')",1
"('whereas', ('India', u'Rajasthan'), '2013-04-22')",1
"('object', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('much', ('India', u'Karnataka'), '2013-05-27')",1
"('close', ('India', 'Kerala'), '2013-05-13')",1
"('kapoor', ('India', u'Maharashtra'), '2013-04-15')",1
"('say', ('India', u'West Bengal'), '2013-05-06')",1
"('occasion', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('get', ('India', u'Karnataka'), '2013-05-20')",2
"('network', ('India', u'Uttar Pradesh'), '2013-04-29')",1
"('panchayat', ('India', u'Kerala'), '2013-05-06')",1
"('sngeetha', ('India', u'Maharashtra'), '2013-02-11')",1
"('indian', ('India', u'Kerala'), '2013-05-27')",2
"('special', ('India', u'West Bengal'), '2013-01-21')",1
"('window', ('India', u'Chhattisgarh'), '2013-03-18')",1
"('execution', ('India', u'Maharashtra'), '2013-02-11')",1
"('coast', ('India', u'Kerala'), '2013-05-27')",1
"('cause', ('India', u'Goa'), '2013-04-01')",1
"('civil', ('India', u'Punjab'), '2013-01-21')",1
"('free', ('India', u'Kerala'), '2013-05-13')",1
"('trial', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('pune', ('India', u'Maharashtra'), '2013-01-21')",1
"('information', ('India', u'Goa'), '2013-04-01')",1
"('life', ('India', u'Kerala'), '2013-05-06')",1
"('united', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('shell', ('India', u'Goa'), '2013-04-01')",1
"('soon', ('India', u'Delhi'), '2013-05-20')",1
"('ringtones', ('India', u'Chhattisgarh'), '2013-03-18')",1
"('border', ('India', u'Kerala'), '2013-05-06')",1
"('jaipur', ('India', u'Rajasthan'), '2013-04-22')",1
"('population', ('India', u'Goa'), '2013-04-01')",1
"('create', ('India', u'Maharashtra'), '2013-02-11')",1
"('fluorescent', ('India', u'Karnataka'), '2013-05-27')",1
"('corporation', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('week', ('India', u'Maharashtra'), '2013-02-11')",1
"('learn', ('India', u'Maharashtra'), '2013-02-11')",1
"('due', ('India', u'Punjab'), '2013-04-08')",1
"('journal', ('India', u'Madhya Pradesh'), '2013-02-11')",1
"('oppn', ('India', u'Haryana'), '2013-05-06')",1
"('dengue', ('India', u'Madhya Pradesh'), '2013-02-11')",1
"('confirm', ('India', u'Maharashtra'), '2013-01-21')",1
"('october', ('India', u'Madhya Pradesh'), '2013-03-04')",1
"('breaking', ('India', u'Uttar Pradesh'), '2013-04-29')",1
"('bangalore', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('trade', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('news', ('India', u'Maharashtra'), '2013-01-21')",1
"('twin', ('India', u'Andhra Pradesh'), '2013-01-07')",1
"('overhaul', ('India', u'Maharashtra'), '2013-05-20')",1
"('prevalence', ('India', u'Maharashtra'), '2013-05-20')",1
"('student', ('India', u'Karnataka'), '2013-05-27')",1
"('stress', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('rush', ('India', u'Bihar'), '2013-05-20')",1
"('iceberg', ('India', u'Maharashtra'), '2013-04-15')",1
"('stephensi', ('India', u'Karnataka'), '2013-04-22')",1
"('garb', ('India', u'Kerala'), '2013-05-06')",1
"('job', ('India', u'Maharashtra'), '2013-02-11')",1
"('outbreak', ('India', u'Karnataka'), '2013-05-27')",1
"('name', ('India', u'Karnataka'), '2013-04-22')",1
"('kulam', ('India', u'Karnataka'), '2013-04-22')",1
"('late', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('public', ('India', u'Madhya Pradesh'), '2013-03-04')",1
"('death', ('India', u'West Bengal'), '2013-05-06')",1
"('threatening', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('wednesday', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('diagnose', ('India', u'Haryana'), '2013-05-06')",1
"('kilometer', ('India', u'Madhya Pradesh'), '2013-03-04')",1
"('kenchalagudu', ('India', u'Karnataka'), '2013-05-20')",1
"('food', ('India', u'Goa'), '2013-05-27')",1
"('kem', ('India', u'Maharashtra'), '2013-02-11')",1
"('primary', ('India', u'Kerala'), '2013-05-06')",1
"('cooler', ('India', u'Andhra Pradesh'), '2013-01-07')",1
"('source', ('India', u'Madhya Pradesh'), '2013-04-08')",1
"('official', ('India', u'Madhya Pradesh'), '2013-02-25')",2
"('team', ('India', u'Madhya Pradesh'), '2013-02-11')",1
"('cause', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('entire', ('India', u'Kerala'), '2013-05-27')",1
"('inflation', ('India', u'Uttar Pradesh'), '2013-04-29')",1
"('punjab', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('around', ('India', u'Karnataka'), '2013-05-20')",1
"('say', ('India', u'Tamil Nadu'), '2013-04-22')",2
"('give', ('India', u'Punjab'), '2013-04-08')",1
"('nuke', ('India', u'Orissa'), '2013-04-22')",1
"('run', ('India', u'Maharashtra'), '2013-04-15')",1
"('single', ('India', u'Andhra Pradesh'), '2013-01-07')",1
"('interview', ('India', u'Maharashtra'), '2013-02-11')",1
"('web', ('India', u'Maharashtra'), '2013-05-20')",1
"('specialize', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('accord', ('India', u'Kerala'), '2013-05-13')",2
"('sight', ('India', 'Kerala'), '2013-05-13')",1
"('karnataka', ('India', u'Kerala'), '2013-05-27')",1
"('doctor', ('India', u'Orissa'), '2013-04-22')",1
"('vivax', ('India', u'Rajasthan'), '2013-04-22')",1
"('phds', ('India', u'Kerala'), '2013-05-06')",1
"('gajapati', ('India', u'Orissa'), '2013-04-22')",1
"('committee', ('India', u'Haryana'), '2013-05-06')",1
"('fever', ('India', u'Karnataka'), '2013-05-27')",2
"('new', ('India', u'Punjab'), '2013-04-08')",1
"('curb', ('India', u'Maharashtra'), '2013-05-20')",1
"('sector', ('India', u'West Bengal'), '2013-01-21')",1
"('death', ('India', u'Madhya Pradesh'), '2013-02-25')",2
"('number', ('India', u'Delhi'), '2013-05-20')",1
"('uproot', ('India', u'West Bengal'), '2013-05-06')",1
"('area', ('India', u'Rajasthan'), '2013-04-22')",1
"('mayor', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('inmate', ('India', u'Goa'), '2013-05-27')",1
"('flak', ('India', u'Karnataka'), '2013-04-22')",1
"('mark', ('India', u'Kerala'), '2013-05-27')",1
"('meanwhile', ('India', u'Kerala'), '2013-05-13')",1
"('feature', ('India', u'Maharashtra'), '2013-02-11')",1
"('bollock', ('India', u'Punjab'), '2013-01-21')",1
"('beat', ('India', u'Punjab'), '2013-01-21')",1
"('dutt', ('India', u'Karnataka'), '2013-04-22')",1
"('alliance', ('India', u'Karnataka'), '2013-04-22')",1
"('carry', ('India', u'Karnataka'), '2013-04-22')",1
"('celebration', ('India', u'Uttar Pradesh'), '2013-05-06')",1
"('account', ('India', u'Uttar Pradesh'), '2013-04-29')",1
"('implementation', ('India', u'Orissa'), '2013-04-22')",1
"('related', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('many', ('India', u'Rajasthan'), '2013-04-22')",1
"('mean', ('India', u'Madhya Pradesh'), '2013-04-08')",1
"('channel', ('India', u'Maharashtra'), '2013-02-11')",1
"('hospitalgate', ('India', u'Kerala'), '2013-05-06')",1
"('certificate', ('India', u'Karnataka'), '2013-04-22')",1
"('collect', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('early', ('India', u'Goa'), '2013-04-01')",1
"('view', ('India', u'Maharashtra'), '2013-02-11')",1
"('result', ('India', u'Kerala'), '2013-05-27')",1
"('born', ('India', u'Maharashtra'), '2013-02-11')",1
"('ravikumar', ('India', u'Karnataka'), '2013-05-20')",1
"('twice', ('India', u'Karnataka'), '2013-04-22')",1
"('reports', ('India', u'West Bengal'), '2013-01-21')",1
"('add', ('India', u'Uttar Pradesh'), '2013-05-20')",2
"('website', ('India', u'Maharashtra'), '2013-02-11')",1
"('breteau', ('India', u'Tamil Nadu'), '2013-01-07')",1
"('month', ('India', u'Tamil Nadu'), '2013-04-08')",1
"('category', ('India', u'Karnataka'), '2013-04-22')",1
"('appreciative', ('India', u'Maharashtra'), '2013-04-15')",1
"('average', ('India', u'Kerala'), '2013-05-13')",1
"('stock', ('India', u'Karnataka'), '2013-05-27')",1
"('collect', ('India', u'Haryana'), '2013-05-06')",1
"('health', ('India', u'Rajasthan'), '2013-04-22')",1
"('disease', ('India', u'West Bengal'), '2013-05-06')",1
"('form', ('India', u'Haryana'), '2013-05-06')",1
"('food', ('India', u'Punjab'), '2013-04-08')",1
"('fluctuation', ('India', u'Maharashtra'), '2013-05-20')",1
"('phrase', ('India', u'Maharashtra'), '2013-02-11')",1
"('area', ('India', u'Karnataka'), '2013-04-22')",1
"('private', ('India', u'Maharashtra'), '2013-01-21')",1
"('yogurt', ('India', u'Delhi'), '2013-05-20')",1
"('mercy', ('India', u'Maharashtra'), '2013-02-11')",1
"('international', ('India', u'Madhya Pradesh'), '2013-03-04')",1
"('temporary', ('India', u'Maharashtra'), '2013-02-11')",1
"('abusive', ('India', u'Haryana'), '2013-05-06')",1
"('incident', ('India', u'Uttar Pradesh'), '2013-05-27')",1
"('hospital', ('India', u'Bihar'), '2013-05-20')",1
"('may', ('India', u'Karnataka'), '2013-05-20')",3
"('little', ('India', u'Karnataka'), '2013-05-27')",1
"('center', ('India', u'Kerala'), '2013-05-06')",1
"('said', ('India', u'Goa'), '2013-05-27')",1
"('official', ('India', u'Tamil Nadu'), '2013-04-08')",1
"('threshold', ('India', u'Madhya Pradesh'), '2013-03-04')",1
"('action', ('India', u'Kerala'), '2013-05-06')",1
"('play', ('India', u'Madhya Pradesh'), '2013-03-04')",1
"('zoom', ('India', u'Chhattisgarh'), '2013-03-18')",1
"('pacify', ('India', u'Bihar'), '2013-05-20')",1
"('local', ('India', u'Kerala'), '2013-05-27')",1
"('health', ('India', u'Goa'), '2013-01-21')",1
"('editorial', ('India', 'Kerala'), '2013-05-13')",1
"('fudge', ('India', u'West Bengal'), '2013-01-21')",1
"('warrior', ('India', u'Kerala'), '2013-05-06')",1
"('mean', ('India', u'Kerala'), '2013-05-06')",1
"('karna', ('India', u'Karnataka'), '2013-04-22')",1
"('government', ('India', u'Chhattisgarh'), '2013-03-18')",1
"('naxals', ('India', u'Chhattisgarh'), '2013-03-18')",1
"('coalgate', ('India', u'Karnataka'), '2013-04-22')",1
"('traveler', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('billboard', ('India', u'Uttar Pradesh'), '2013-05-06')",1
"('birthday', ('India', u'Karnataka'), '2013-04-22')",1
"('officer', ('India', u'Maharashtra'), '2013-01-21')",1
"('fresh', ('India', u'Kerala'), '2013-05-06')",1
"('profit', ('India', u'Maharashtra'), '2013-02-11')",1
"('failure', ('India', u'Maharashtra'), '2013-01-21')",1
"('present', ('India', u'Madhya Pradesh'), '2013-04-08')",1
"('test', ('India', u'Maharashtra'), '2013-01-21')",1
"('diagnostic', ('India', u'Orissa'), '2013-04-22')",1
"('hope', ('India', u'Karnataka'), '2013-05-20')",1
"('positive', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('analyze', ('India', u'Madhya Pradesh'), '2013-03-04')",1
"('risk', ('India', u'Goa'), '2013-04-01')",1
"('building', ('India', u'Madhya Pradesh'), '2013-05-06')",1
"('demanding', ('India', u'Bihar'), '2013-05-20')",1
"('trust', ('India', u'Karnataka'), '2013-05-27')",1
"('likely', ('India', u'Maharashtra'), '2013-04-15')",1
"('chikungunya', ('India', u'Tamil Nadu'), '2013-04-08')",1
"('change', ('India', u'Karnataka'), '2013-05-20')",1
"('may', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('allege', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('haunt', ('India', u'Andhra Pradesh'), '2013-01-07')",1
"('pediatrician', ('India', u'Madhya Pradesh'), '2013-04-01')",1
"('mysore', ('India', u'Karnataka'), '2013-05-20')",3
"('name', ('India', u'Maharashtra'), '2013-02-11')",1
"('marked', ('India', u'Orissa'), '2013-04-22')",1
"('suggesting', ('India', u'Chhattisgarh'), '2013-03-18')",1
"('legal', ('India', u'Maharashtra'), '2013-02-11')",1
"('xpress', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('chikungunya', ('India', u'Kerala'), '2013-05-13')",1
"('observe', ('India', u'Kerala'), '2013-05-13')",1
"('borne', ('India', u'Maharashtra'), '2013-05-20')",1
"('cop', ('India', u'Punjab'), '2013-01-21')",1
"('fine', ('India', u'Haryana'), '2013-05-06')",1
"('scam', ('India', u'Karnataka'), '2013-04-22')",1
"('anything', ('India', u'Delhi'), '2013-05-20')",1
"('october', ('India', u'Tamil Nadu'), '2013-04-08')",1
"('vandalize', ('India', u'Punjab'), '2013-04-08')",1
"('month', ('India', u'Tamil Nadu'), '2013-04-01')",1
"('order', ('India', u'Maharashtra'), '2013-05-20')",1
"('online', ('India', 'Kerala'), '2013-05-13')",1
"('rasgulla', ('India', u'Uttar Pradesh'), '2013-05-27')",1
"('docs', ('India', u'Maharashtra'), '2013-02-11')",1
"('youth', ('India', u'West Bengal'), '2013-05-06')",1
"('carry', ('India', u'Maharashtra'), '2013-05-20')",1
"('coal', ('India', u'Kerala'), '2013-05-06')",1
"('occasional', ('India', 'Kerala'), '2013-05-13')",1
"('locality', ('India', u'Bihar'), '2013-05-20')",1
"('seriously', ('India', u'Uttar Pradesh'), '2013-05-27')",1
"('taluk', ('India', u'Karnataka'), '2013-05-27')",2
"('breed', ('India', u'Chhattisgarh'), '2013-03-18')",1
"('kumar', ('India', u'Maharashtra'), '2013-04-15')",1
"('helpline', ('India', u'Punjab'), '2013-01-21')",1
"('forum', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('team', ('India', u'Delhi'), '2013-05-20')",1
"('point', ('India', u'Kerala'), '2013-05-06')",1
"('keep', ('India', u'Kerala'), '2013-05-13')",1
"('actual', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('nice', ('India', u'Maharashtra'), '2013-02-11')",1
"('politico', ('India', u'Karnataka'), '2013-04-22')",1
"('moriswala', ('India', u'Maharashtra'), '2013-02-11')",1
"('serotype', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('aid', ('India', u'Karnataka'), '2013-04-22')",1
"('wednesday', ('India', u'Andhra Pradesh'), '2013-01-07')",1
"('funeral', ('India', u'Karnataka'), '2013-04-22')",1
"('adult', ('India', u'Orissa'), '2013-04-22')",1
"('another', ('India', u'Andhra Pradesh'), '2013-01-07')",1
"('like', ('India', u'Kerala'), '2013-05-06')",1
"('judge', ('India', u'Punjab'), '2013-04-08')",1
"('extend', ('India', u'Tamil Nadu'), '2013-01-07')",1
"('block', ('India', u'Karnataka'), '2013-04-22')",1
"('kar', ('India', u'Delhi'), '2013-05-20')",1
"('xxxxxx', ('India', u'Maharashtra'), '2013-01-21')",1
"('unusually', ('India', u'Maharashtra'), '2013-04-15')",1
"('long', ('India', u'Karnataka'), '2013-04-22')",1
"('new', ('India', u'Kerala'), '2013-05-06')",1
"('user', ('India', u'Madhya Pradesh'), '2013-05-06')",1
"('area', ('India', u'West Bengal'), '2013-05-06')",1
"('vector', ('India', u'Madhya Pradesh'), '2013-05-06')",1
"('least', ('India', u'Uttar Pradesh'), '2013-05-27')",1
"('see', ('India', u'Maharashtra'), '2013-02-11')",2
"('road', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('elect', ('India', u'Punjab'), '2013-01-21')",1
