Tuple,count
"('greater', ('India', u'Maharashtra'), '2013-09-09')",1
"('record', ('India', u'Kerala'), '2013-08-19')",1
"('family', ('India', u'Uttaranchal'), '2013-06-24')",1
"('suspected', ('India', u'Uttar Pradesh'), '2013-09-23')",2
"('site', ('India', u'Kerala'), '2013-09-02')",1
"('treatment', ('India', u'Goa'), '2013-06-24')",1
"('provide', ('India', u'Punjab'), '2013-09-09')",2
"('lllp', ('India', u'Chhattisgarh'), '2013-09-02')",1
"('chennai', ('India', u'Madhya Pradesh'), '2013-08-19')",1
"('element', ('India', u'Uttar Pradesh'), '2013-09-02')",1
"('together', ('India', u'Delhi'), '2013-07-15')",1
"('predict', ('India', u'Delhi'), '2013-09-30')",1
"('lock', ('India', u'Madhya Pradesh'), '2013-07-22')",1
"('call', ('India', u'Karnataka'), '2013-08-12')",1
"('traffic', ('India', u'Punjab'), '2013-07-22')",1
"('thursday', ('India', u'Maharashtra'), '2013-09-16')",1
"('documentation', ('India', u'Kerala'), '2013-06-17')",1
"('alive', ('India', u'Andhra Pradesh'), '2013-08-12')",1
"('flying', ('India', u'Chhattisgarh'), '2013-09-02')",1
"('hear', ('India', u'Delhi'), '2013-05-20')",1
"('top', ('India', u'Punjab'), '2013-04-08')",1
"('galveston', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('northeast', ('India', u'Uttar Pradesh'), '2013-08-05')",1
"('bombing', ('India', u'Kerala'), '2013-05-06')",1
"('offer', ('India', u'Andhra Pradesh'), '2013-08-12')",1
"('malaria', ('India', u'Chhattisgarh'), '2013-07-01')",1
"('guaranteed', ('India', u'Uttar Pradesh'), '2013-04-29')",1
"('mobile', ('India', u'Delhi'), '2013-09-16')",2
"('poison', ('India', u'Goa'), '2013-05-27')",1
"('diamond', ('India', u'Delhi'), '2013-07-15')",1
"('follower', ('India', u'Karnataka'), '2013-07-01')",1
"('timely', ('India', u'Maharashtra'), '2013-09-16')",1
"('waterlogging', ('India', u'Maharashtra'), '2013-08-12')",1
"('infect', ('India', u'Delhi'), '2013-10-07')",1
"('asaram', ('India', u'Chhattisgarh'), '2013-09-16')",1
"('india', ('India', u'Delhi'), '2013-10-07')",2
"('admit', ('India', u'Uttar Pradesh'), '2013-07-01')",1
"('salundi', ('India', u'Karnataka'), '2013-06-03')",2
"('punjab', ('India', u'Karnataka'), '2013-06-17')",1
"('ltd', ('India', u'Punjab'), '2013-07-01')",1
"('domestic', ('India', 'Karnataka'), '2013-09-23')",1
"('bed', ('India', u'Kerala'), '2013-05-27')",1
"('victim', ('India', u'Uttar Pradesh'), '2013-08-19')",1
"('entire', ('India', u'Maharashtra'), '2013-09-16')",1
"('deputy', ('India', u'Haryana'), '2013-05-06')",1
"('home', ('India', u'Andhra Pradesh'), '2013-06-10')",1
"('figure', ('India', u'Uttar Pradesh'), '2013-09-23')",1
"('pornographic', ('India', u'Haryana'), '2013-09-09')",1
"('limited', ('India', u'Punjab'), '2013-09-30')",2
"('gain', ('India', u'Karnataka'), '2013-07-01')",1
"('would', ('India', u'Delhi'), '2013-09-09')",2
"('observe', ('India', u'Kerala'), '2013-06-10')",1
"('resident', ('India', u'Haryana'), '2013-09-30')",1
"('area', ('India', u'Madhya Pradesh'), '2013-08-05')",2
"('chief', ('India', u'Madhya Pradesh'), '2013-07-08')",1
"('problem', ('India', u'Assam'), '2013-07-15')",1
"('report', ('India', u'Delhi'), '2013-08-26')",2
"('resident', ('India', u'Punjab'), '2013-09-30')",1
"('tulsi', ('India', u'Orissa'), '2013-09-02')",1
"('boost', ('India', u'Tamil Nadu'), '2013-06-10')",1
"('tertiary', ('India', u'Kerala'), '2013-08-19')",1
"('carrier', ('India', u'Karnataka'), '2013-09-16')",1
"('condition', ('India', u'Maharashtra'), '2013-09-23')",1
"('admission', ('India', u'Maharashtra'), '2013-09-02')",2
"('possible', ('India', u'Kerala'), '2013-05-27')",1
"('probe', ('India', u'Rajasthan'), '2013-08-19')",1
"('mosquito', ('India', u'Goa'), '2013-01-21')",1
"('express', ('India', u'Andhra Pradesh'), '2013-08-19')",1
"('aarushi', ('India', u'Delhi'), '2013-07-08')",1
"('resign', ('India', u'Chhattisgarh'), '2013-07-15')",1
"('burst', ('India', u'Haryana'), '2013-07-29')",1
"('mean', ('India', u'Chhattisgarh'), '2013-09-16')",1
"('release', ('India', u'Bihar'), '2013-09-23')",1
"('include', ('India', u'Karnataka'), '2013-06-17')",1
"('condition', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('population', ('India', u'Madhya Pradesh'), '2013-09-23')",1
"('consider', ('India', u'Maharashtra'), '2013-09-02')",2
"('confirmation', ('India', u'Chhattisgarh'), '2013-07-15')",1
"('time', ('India', u'Punjab'), '2013-07-01')",1
"('bring', ('India', u'Delhi'), '2013-09-16')",1
"('meal', ('India', u'Bihar'), '2013-07-15')",4
"('fever', ('India', u'Assam'), '2013-09-02')",1
"('wing', ('India', u'Punjab'), '2013-10-07')",1
"('incidence', ('India', u'Gujarat'), '2013-07-29')",1
"('clear', ('India', u'Madhya Pradesh'), '2013-09-23')",1
"('arm', ('India', u'Delhi'), '2013-09-09')",1
"('market', ('India', u'Delhi'), '2013-09-16')",1
"('jacqueline', ('India', u'Karnataka'), '2013-07-01')",1
"('authority', ('India', u'Uttar Pradesh'), '2013-09-02')",1
"('times', ('India', u'Chandigarh'), '2013-10-07')",1
"('review', ('India', u'Goa'), '2013-07-22')",1
"('data', ('India', u'Assam'), '2013-09-23')",1
"('approach', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('return', ('India', u'Orissa'), '2013-07-22')",1
"('become', ('India', u'Kerala'), '2013-09-16')",1
"('election', ('India', u'Uttar Pradesh'), '2013-07-15')",1
"('consumption', ('India', u'Punjab'), '2013-08-12')",1
"('probe', ('India', u'Karnataka'), '2013-06-24')",1
"('haryana', ('India', u'Delhi'), '2013-09-09')",1
"('stomach', ('India', u'Uttar Pradesh'), '2013-09-09')",1
"('accord', ('India', u'Maharashtra'), '2013-10-07')",1
"('syndrome', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('respond', ('India', u'Delhi'), '2013-07-15')",1
"('bondage', ('India', u'Delhi'), '2013-09-09')",1
"('spurt', ('India', u'Maharashtra'), '2013-09-02')",1
"('fisherman', ('India', u'Orissa'), '2013-08-26')",1
"('muzaffarnagar', ('India', u'Uttar Pradesh'), '2013-09-09')",1
"('awareness', ('India', u'Rajasthan'), '2013-09-30')",1
"('organizer', ('India', u'Karnataka'), '2013-09-16')",1
"('camp', ('India', u'Uttar Pradesh'), '2013-09-16')",1
"('times', ('India', u'Gujarat'), '2013-09-02')",1
"('allegedly', ('India', u'Assam'), '2013-09-23')",1
"('discharge', ('India', u'Jharkhand'), '2013-09-30')",1
"('bonhomie', ('India', u'Karnataka'), '2013-08-12')",1
"('official', ('India', u'Bihar'), '2013-07-29')",5
"('distribute', ('India', u'Karnataka'), '2013-06-10')",1
"('death', ('India', u'Maharashtra'), '2013-09-09')",3
"('conclusion', ('India', u'Madhya Pradesh'), '2013-07-29')",1
"('hospital', ('India', u'Delhi'), '2013-07-29')",1
"('expense', ('India', 'Kerala'), '2013-08-26')",1
"('fever', ('India', u'Maharashtra'), '2013-08-19')",1
"('part', ('India', u'Delhi'), '2013-07-15')",2
"('yesterday', ('India', u'Uttaranchal'), '2013-06-24')",1
"('join', ('India', u'Madhya Pradesh'), '2013-07-22')",1
"('deal', ('India', u'Delhi'), '2013-09-09')",2
"('parliament', ('India', u'Kerala'), '2013-08-19')",1
"('civic', ('India', u'Maharashtra'), '2013-02-11')",1
"('health', ('India', u'Haryana'), '2013-10-07')",1
"('record', ('India', u'Maharashtra'), '2013-07-29')",2
"('fully', ('India', u'Orissa'), '2013-07-15')",2
"('shatrughan', ('India', u'Maharashtra'), '2013-04-15')",1
"('waste', ('India', u'Karnataka'), '2013-07-15')",1
"('locality', ('India', u'Orissa'), '2013-06-24')",1
"('hatred', ('India', u'Maharashtra'), '2013-07-22')",1
"('capacity', ('India', u'Delhi'), '2013-09-16')",1
"('form', ('India', u'Gujarat'), '2013-08-19')",1
"('ally', ('India', u'Madhya Pradesh'), '2013-06-10')",1
"('virus', ('India', u'Uttar Pradesh'), '2013-08-05')",1
"('shrink', ('India', u'Delhi'), '2013-09-09')",1
"('death', ('India', u'Madhya Pradesh'), '2013-09-02')",1
"('another', ('India', u'Karnataka'), '2013-08-19')",1
"('diplomacy', ('India', u'Orissa'), '2013-08-26')",1
"('max', ('India', u'Delhi'), '2013-09-30')",1
"('indoor', ('India', u'Madhya Pradesh'), '2013-09-02')",1
"('explain', ('India', u'Orissa'), '2013-07-15')",1
"('long', ('India', u'Haryana'), '2013-08-19')",1
"('hospitalize', ('India', u'Karnataka'), '2013-06-10')",1
"('activist', ('India', u'Haryana'), '2013-09-30')",1
"('bangalore', ('India', u'Uttar Pradesh'), '2013-07-01')",1
"('pain', ('India', u'Goa'), '2013-07-15')",1
"('xxxxxx', ('India', u'Gujarat'), '2013-08-05')",1
"('falciparum', ('India', u'Gujarat'), '2013-09-23')",1
"('visit', ('India', u'Andhra Pradesh'), '2013-07-29')",1
"('incidence', ('India', u'Karnataka'), '2013-05-27')",1
"('complain', ('India', u'Orissa'), '2013-07-15')",4
"('nutan', ('India', u'Goa'), '2013-07-15')",1
"('centre', ('India', u'Maharashtra'), '2013-10-07')",1
"('hatkar', ('India', u'Maharashtra'), '2013-10-07')",1
"('midday', ('India', u'Gujarat'), '2013-07-15')",1
"('please', ('India', u'Himachal Pradesh'), '2013-09-16')",1
"('khan', ('India', u'Karnataka'), '2013-06-10')",1
"('spread', ('India', u'Haryana'), '2013-07-15')",1
"('policy', ('India', u'Andhra Pradesh'), '2013-08-19')",1
"('contaminated', ('India', u'Andhra Pradesh'), '2013-07-29')",1
"('served', ('India', u'Madhya Pradesh'), '2013-07-29')",1
"('search', ('India', u'Orissa'), '2013-09-23')",3
"('primary', ('India', u'Tamil Nadu'), '2013-09-23')",2
"('admin', ('India', u'Bihar'), '2013-08-19')",1
"('total', ('India', u'Delhi'), '2013-08-12')",2
"('infected', ('India', u'Uttar Pradesh'), '2013-09-16')",1
"('india', ('India', u'Gujarat'), '2013-07-15')",2
"('group', ('India', u'Bihar'), '2013-08-26')",1
"('number', ('India', u'Maharashtra'), '2013-07-01')",1
"('generate', ('India', u'Kerala'), '2013-06-17')",1
"('downpour', ('India', u'Uttar Pradesh'), '2013-07-15')",1
"('raju', ('India', u'Assam'), '2013-08-26')",1
"('ajit', ('India', u'Rajasthan'), '2013-09-30')",1
"('hygiene', ('India', u'Uttar Pradesh'), '2013-08-05')",1
"('dubai', ('India', u'Uttar Pradesh'), '2013-07-15')",1
"('cellphone', ('India', u'Orissa'), '2013-08-12')",1
"('etah', ('India', u'Uttar Pradesh'), '2013-09-16')",1
"('guntur', ('India', u'Gujarat'), '2013-06-24')",1
"('group', ('India', u'Chhattisgarh'), '2013-09-02')",1
"('level', ('India', u'Punjab'), '2013-09-16')",1
"('engage', ('India', u'Delhi'), '2013-07-08')",1
"('run', ('India', u'Tamil Nadu'), '2013-09-16')",2
"('annual', ('India', u'Maharashtra'), '2013-08-12')",1
"('outlook', ('India', u'Delhi'), '2013-07-15')",2
"('terminal', ('India', u'Uttar Pradesh'), '2013-07-15')",1
"('inciting', ('India', u'Gujarat'), '2013-07-29')",3
"('book', ('India', u'Uttar Pradesh'), '2013-07-15')",1
"('fill', ('India', u'Goa'), '2013-07-15')",1
"('season', ('India', u'Uttaranchal'), '2013-06-24')",1
"('setting', ('India', u'Gujarat'), '2013-09-02')",1
"('anm', ('India', u'Jharkhand'), '2013-08-19')",1
"('banking', ('India', u'Uttar Pradesh'), '2013-08-05')",2
"('add', ('India', u'Gujarat'), '2013-09-16')",1
"('situation', ('India', u'Uttaranchal'), '2013-10-07')",1
"('affected', ('India', u'Madhya Pradesh'), '2013-09-09')",1
"('east', ('India', u'Delhi'), '2013-09-23')",7
"('lakhs', ('India', u'Karnataka'), '2013-09-09')",1
"('attention', ('India', u'Orissa'), '2013-09-16')",1
"('available', ('India', u'Bihar'), '2013-09-30')",1
"('rash', ('India', u'Uttar Pradesh'), '2013-09-30')",1
"('publish', ('India', u'Orissa'), '2013-07-29')",5
"('within', ('India', u'Delhi'), '2013-08-26')",2
"('publish', ('India', u'Madhya Pradesh'), '2013-08-12')",1
"('landslips', ('India', u'Uttar Pradesh'), '2013-08-05')",1
"('last', ('India', u'Madhya Pradesh'), '2013-08-19')",4
"('kill', ('India', u'Karnataka'), '2013-07-01')",1
"('research', ('India', u'Maharashtra'), '2013-02-11')",1
"('rahul', ('India', u'Gujarat'), '2013-09-02')",1
"('wonder', ('India', u'Assam'), '2013-09-02')",1
"('say', ('India', u'Delhi'), '2013-07-29')",1
"('recently', ('India', u'Tamil Nadu'), '2013-06-17')",1
"('story', ('India', u'Maharashtra'), '2013-07-01')",1
"('gold', ('India', u'Delhi'), '2013-09-23')",2
"('center', ('India', u'Assam'), '2013-08-26')",1
"('heathrow', ('India', u'Uttar Pradesh'), '2013-07-15')",1
"('public', ('India', u'Punjab'), '2013-09-09')",2
"('retire', ('India', u'Karnataka'), '2013-08-19')",1
"('right', ('India', u'Karnataka'), '2013-07-22')",2
"('care', ('India', u'Uttaranchal'), '2013-06-24')",1
"('hour', ('India', u'Delhi'), '2013-10-07')",1
"('ask', ('India', u'Kerala'), '2013-08-19')",1
"('skin', ('India', u'Delhi'), '2013-09-09')",1
"('today', ('India', u'Jharkhand'), '2013-09-30')",1
"('keregodu', ('India', u'Karnataka'), '2013-06-24')",1
"('official', ('India', u'Delhi'), '2013-05-20')",1
"('photo', ('India', u'Orissa'), '2013-08-05')",1
"('tourism', ('India', u'Orissa'), '2013-09-02')",1
"('treatment', ('India', u'Madhya Pradesh'), '2013-08-26')",1
"('rain', ('India', u'Karnataka'), '2013-06-03')",1
"('still', ('India', u'Uttar Pradesh'), '2013-08-05')",1
"('catch', ('India', u'Karnataka'), '2013-06-17')",1
"('lawyer', ('India', u'Himachal Pradesh'), '2013-09-16')",1
"('inciting', ('India', u'Madhya Pradesh'), '2013-07-08')",1
"('pune', ('India', u'Karnataka'), '2013-04-22')",1
"('become', ('India', u'Punjab'), '2013-04-08')",1
"('crest', ('India', u'Chhattisgarh'), '2013-07-15')",2
"('dec', ('India', u'Delhi'), '2013-09-02')",1
"('dekh', ('India', u'Punjab'), '2013-01-21')",1
"('clean', ('India', u'Chandigarh'), '2013-07-29')",1
"('february', ('India', u'Maharashtra'), '2013-02-11')",2
"('north', ('India', u'Delhi'), '2013-09-09')",1
"('medical', ('India', u'Maharashtra'), '2013-06-10')",1
"('close', ('India', 'Kerala'), '2013-05-13')",1
"('colony', ('India', u'Punjab'), '2013-06-17')",1
"('pick', ('India', u'Haryana'), '2013-05-06')",1
